open_time,open,high,low,close,volume,close_time,quote_volume,count,taker_buy_base_asset_volume,taker_buy_quote_asset_volume,ignore
1611028800000,1358.229732,1364.399699,1345.758720,1353.161100,318.173902,1611043199999,430540.547076,100,50,50000,0
1611043200000,1353.161100,1356.982285,1341.722700,1345.867282,88.669633,1611057599999,119337.557381,100,50,50000,0
1611057600000,1345.867282,1349.308853,1334.173456,1335.881162,1007.150545,1611071999999,1345433.439960,100,50,50000,0
1611072000000,1335.881162,1350.344393,1333.701140,1349.010444,317.826897,1611086399999,428751.802978,100,50,50000,0
1611086400000,1349.010444,1349.183218,1336.362918,1338.179605,1133.836206,1611100799999,1517276.486942,100,50,50000,0
1611100800000,1338.179605,1341.172882,1315.595875,1317.551990,974.947417,1611115199999,1284543.909289,100,50,50000,0
1611115200000,1317.551990,1334.735057,1315.886337,1334.443695,1067.236272,1611129599999,1424166.714502,100,50,50000,0
1611129600000,1334.443695,1355.911939,1324.525428,1353.314496,1018.913606,1611143999999,1378910.553398,100,50,50000,0
1611144000000,1353.314496,1368.268026,1351.328267,1363.880629,178.059464,1611158399999,242851.854034,100,50,50000,0
1611158400000,1363.880629,1367.810558,1346.587765,1351.246766,381.815660,1611172799999,515927.176294,100,50,50000,0
1611172800000,1351.246766,1355.788356,1327.441049,1329.746621,345.034171,1611187199999,458808.022381,100,50,50000,0
1611187200000,1329.746621,1351.195809,1328.580741,1349.393725,617.278700,1611201599999,832952.004683,100,50,50000,0
1611201600000,1349.393725,1353.588330,1344.756873,1350.826149,606.904077,1611215999999,819821.897034,100,50,50000,0
1611216000000,1350.826149,1354.760566,1337.598098,1343.137868,357.068990,1611230399999,479592.881548,100,50,50000,0
1611230400000,1343.137868,1349.213343,1337.197591,1347.166990,669.412197,1611244799999,901810.014696,100,50,50000,0
1611244800000,1347.166990,1351.303733,1334.799301,1341.152092,26.196627,1611259199999,35133.661411,100,50,50000,0
1611259200000,1341.152092,1359.164556,1341.143567,1352.145112,681.655090,1611273599999,921696.598015,100,50,50000,0
1611273600000,1352.145112,1352.809457,1331.584419,1340.597359,662.941884,1611287999999,888738.139175,100,50,50000,0
1611288000000,1340.597359,1340.989193,1326.187342,1326.232976,346.986552,1611302399999,460185.007166,100,50,50000,0
1611302400000,1326.232976,1336.820837,1321.660144,1334.306769,905.530038,1611316799999,1208254.859347,100,50,50000,0
1611316800000,1334.306769,1352.433880,1334.129507,1348.626578,868.871692,1611331199999,1171783.457041,100,50,50000,0
1611331200000,1348.626578,1351.580206,1335.966903,1337.310987,928.121525,1611345599999,1241187.112790,100,50,50000,0
1611345600000,1337.310987,1344.816330,1325.122759,1330.292592,567.845525,1611359999999,755400.695040,100,50,50000,0
1611360000000,1330.292592,1346.916328,1323.338739,1341.406181,779.535111,1611374399999,1045673.216195,100,50,50000,0
1611374400000,1341.406181,1346.770874,1325.326481,1327.873618,366.431197,1611388799999,486574.319468,100,50,50000,0
1611388800000,1327.873618,1329.671406,1322.008738,1322.684495,716.903044,1611403199999,948236.540912,100,50,50000,0
1611403200000,1322.684495,1349.417163,1318.148718,1346.276721,122.715735,1611417599999,165209.337453,100,50,50000,0
1611417600000,1346.276721,1353.557257,1341.875444,1348.333928,511.426645,1611431999999,689573.896795,100,50,50000,0
1611432000000,1348.333928,1350.033255,1341.804739,1342.408948,176.748110,1611446399999,237268.244587,100,50,50000,0
1611446400000,1342.408948,1357.425038,1332.270007,1354.880521,751.315639,1611460799999,1017942.924642,100,50,50000,0
1611460800000,1354.880521,1357.249121,1347.321386,1349.853612,903.766889,1611475199999,1219952.999224,100,50,50000,0
1611475200000,1349.853612,1351.156876,1335.072981,1338.641176,422.980785,1611489599999,566219.496074,100,50,50000,0
1611489600000,1338.641176,1341.215167,1327.452665,1330.243754,320.970316,1611503999999,426968.758088,100,50,50000,0
1611504000000,1330.243754,1334.379771,1325.239088,1327.509602,788.561452,1611518399999,1046822.899144,100,50,50000,0
1611518400000,1327.509602,1328.111436,1323.151727,1324.016361,900.810980,1611532799999,1192688.475333,100,50,50000,0
1611532800000,1324.016361,1328.737624,1318.076168,1327.365651,434.645046,1611547199999,576932.904844,100,50,50000,0
1611547200000,1327.365651,1336.021211,1324.401139,1333.058118,361.873457,1611561599999,482398.348834,100,50,50000,0
1611561600000,1333.058118,1353.459552,1330.548062,1350.236289,1146.064916,1611575999999,1547458.438358,100,50,50000,0
1611576000000,1350.236289,1351.526265,1342.365872,1343.122530,683.217659,1611590399999,917645.030743,100,50,50000,0
1611590400000,1343.122530,1349.462817,1341.432063,1345.962465,754.146032,1611604799999,1015052.252036,100,50,50000,0
1611604800000,1345.962465,1352.916662,1338.034913,1352.647647,245.566537,1611619199999,332164.998349,100,50,50000,0
1611619200000,1352.647647,1370.317025,1351.342361,1368.523582,831.296725,1611633599999,1137649.171255,100,50,50000,0
1611633600000,1368.523582,1377.688534,1366.594798,1370.496064,495.364746,1611647999999,678895.434317,100,50,50000,0
1611648000000,1370.496064,1371.336401,1354.944605,1356.883611,57.460425,1611662399999,77967.109355,100,50,50000,0
1611662400000,1356.883611,1373.013291,1352.563109,1367.401353,140.810294,1611676799999,192544.186075,100,50,50000,0
1611676800000,1367.401353,1382.604177,1362.109456,1381.873233,387.351276,1611691199999,535270.359375,100,50,50000,0
1611691200000,1381.873233,1405.229475,1376.438219,1403.249626,275.699054,1611705599999,386874.594963,100,50,50000,0
1611705600000,1403.249626,1406.749160,1369.672713,1372.490459,226.744724,1611719999999,311204.970391,100,50,50000,0
1611720000000,1372.490459,1385.471013,1368.693143,1376.303591,998.154273,1611734399999,1373763.310439,100,50,50000,0
1611734400000,1376.303591,1380.968108,1372.744087,1376.868195,236.999982,1611748799999,326317.737322,100,50,50000,0
1611748800000,1376.868195,1382.312039,1375.130843,1377.680021,765.995070,1611763199999,1055296.104327,100,50,50000,0
1611763200000,1377.680021,1381.247619,1372.889187,1381.199803,585.590957,1611777599999,808818.113944,100,50,50000,0
1611777600000,1381.199803,1381.505604,1369.865450,1372.965612,1116.796893,1611791999999,1533323.729035,100,50,50000,0
1611792000000,1372.965612,1374.072009,1353.778051,1356.046331,228.259133,1611806399999,309529.960474,100,50,50000,0
1611806400000,1356.046331,1363.627734,1349.605764,1351.601974,468.997490,1611820799999,633897.934043,100,50,50000,0
1611820800000,1351.601974,1358.691797,1341.754735,1344.082206,848.241461,1611835199999,1140106.253456,100,50,50000,0
1611835200000,1344.082206,1354.166472,1336.665002,1352.435506,810.604117,1611849599999,1096289.788772,100,50,50000,0
1611849600000,1352.435506,1352.683565,1337.690419,1339.824372,990.789249,1611863999999,1327483.583238,100,50,50000,0
1611864000000,1339.824372,1346.806768,1329.706228,1331.961472,894.513337,1611878399999,1191457.301009,100,50,50000,0
1611878400000,1331.961472,1339.455650,1320.236117,1326.527462,614.950139,1611892799999,815748.247486,100,50,50000,0
1611892800000,1326.527462,1330.353711,1320.664264,1326.351895,756.033819,1611907199999,1002766.888385,100,50,50000,0
1611907200000,1326.351895,1331.455690,1307.208916,1311.410105,626.780453,1611921599999,821966.219291,100,50,50000,0
1611921600000,1311.410105,1326.683913,1310.572474,1325.937352,716.448595,1611935999999,949965.953141,100,50,50000,0
1611936000000,1325.937352,1326.169027,1317.940851,1320.419489,339.274840,1611950399999,447985.110965,100,50,50000,0
1611950400000,1320.419489,1321.523995,1306.053470,1306.509001,851.107454,1611964799999,1111979.549430,100,50,50000,0
1611964800000,1306.509001,1315.699460,1301.929776,1313.228352,664.138105,1611979199999,872164.989570,100,50,50000,0
1611979200000,1313.228352,1317.230093,1301.834101,1313.257140,740.546080,1611993599999,972527.427189,100,50,50000,0
1611993600000,1313.257140,1316.905569,1305.292739,1305.747715,940.678349,1612007999999,1228288.604024,100,50,50000,0
1612008000000,1305.747715,1317.661423,1304.589364,1316.678981,391.199953,1612022399999,515084.755930,100,50,50000,0
1612022400000,1316.678981,1318.996820,1309.840038,1312.641931,511.321189,1612036799999,671181.632897,100,50,50000,0
1612036800000,1312.641931,1313.425450,1290.447234,1293.372029,601.492204,1612051199999,777953.192635,100,50,50000,0
1612051200000,1293.372029,1295.771811,1286.296488,1288.244075,488.717244,1612065599999,629587.094067,100,50,50000,0
1612065600000,1288.244075,1317.718270,1280.557830,1315.987010,78.983388,1612079999999,103941.113219,100,50,50000,0
1612080000000,1315.987010,1323.023661,1296.796242,1299.912947,693.031385,1612094399999,900880.469565,100,50,50000,0
1612094400000,1299.912947,1307.840816,1299.546454,1304.644646,833.267626,1612108799999,1087118.147343,100,50,50000,0
1612108800000,1304.644646,1330.893148,1302.185723,1329.210209,815.020526,1612123199999,1083333.603401,100,50,50000,0
1612123200000,1329.210209,1340.813285,1325.582666,1334.505682,855.788531,1612137599999,1142054.656947,100,50,50000,0
1612137600000,1334.505682,1356.705041,1334.476602,1355.181652,1238.219965,1612151999999,1678012.977375,100,50,50000,0
1612152000000,1355.181652,1376.048891,1354.125235,1372.035566,710.322575,1612166399999,974587.835948,100,50,50000,0
1612166400000,1372.035566,1389.386772,1370.390295,1385.216121,369.386102,1612180799999,511679.583121,100,50,50000,0
1612180800000,1385.216121,1388.496384,1367.838753,1376.047262,1029.515177,1612195199999,1416661.540563,100,50,50000,0
1612195200000,1376.047262,1384.284176,1374.307239,1374.659566,242.551149,1612209599999,333425.256741,100,50,50000,0
1612209600000,1374.659566,1375.174583,1369.970067,1370.215370,131.591519,1612223999999,180308.721433,100,50,50000,0
1612224000000,1370.215370,1375.440219,1352.833855,1361.895009,250.097073,1612238399999,340605.955414,100,50,50000,0
1612238400000,1361.895009,1376.709292,1360.008877,1373.007808,864.715013,1612252799999,1187260.465167,100,50,50000,0
1612252800000,1373.007808,1399.198238,1371.042673,1393.752845,1188.605537,1612267199999,1656622.348702,100,50,50000,0
1612267200000,1393.752845,1403.331549,1391.551775,1401.872287,1022.875552,1612281599999,1433940.890064,100,50,50000,0
1612281600000,1401.872287,1409.753801,1385.834331,1386.455612,233.752163,1612295999999,324086.997629,100,50,50000,0
1612296000000,1386.455612,1390.251862,1364.153908,1364.949234,85.090380,1612310399999,116144.048840,100,50,50000,0
1612310400000,1364.949234,1375.210056,1350.189036,1352.939699,68.894180,1612324799999,93209.671293,100,50,50000,0
1612324800000,1352.939699,1362.359302,1352.353481,1362.227878,1089.076838,1612339199999,1483570.828972,100,50,50000,0
1612339200000,1362.227878,1368.369597,1331.393043,1334.135172,396.915829,1612353599999,529539.367509,100,50,50000,0
1612353600000,1334.135172,1334.976614,1333.815271,1333.906023,244.715095,1612367999999,326426.939542,100,50,50000,0
1612368000000,1333.906023,1335.244446,1321.011014,1321.214284,521.817833,1612382399999,689433.173852,100,50,50000,0
1612382400000,1321.214284,1338.751649,1319.109587,1337.072494,129.880333,1612396799999,173659.421002,100,50,50000,0
1612396800000,1337.072494,1338.310182,1323.925918,1326.468466,113.188889,1612411199999,150141.492203,100,50,50000,0
1612411200000,1326.468466,1327.778908,1326.231225,1326.389827,457.230859,1612425599999,606466.360164,100,50,50000,0
1612425600000,1326.389827,1330.482987,1299.013049,1300.376989,1296.434980,1612439999999,1685854.215216,100,50,50000,0
1612440000000,1300.376989,1317.664822,1299.458843,1311.992357,1104.949868,1612454399999,1449685.781709,100,50,50000,0
1612454400000,1311.992357,1313.471440,1294.743789,1302.403307,865.354459,1612468799999,1127040.509142,100,50,50000,0
1612468800000,1302.403307,1306.515162,1291.655188,1296.077047,821.069699,1612483199999,1064169.590601,100,50,50000,0
1612483200000,1296.077047,1296.487354,1272.142110,1272.424576,1356.662137,1612497599999,1726250.244243,100,50,50000,0
1612497600000,1272.424576,1280.005993,1272.028303,1274.234420,915.918194,1612511999999,1167094.488367,100,50,50000,0
1612512000000,1274.234420,1292.182940,1271.118040,1289.084116,408.304873,1612526399999,526339.325730,100,50,50000,0
1612526400000,1289.084116,1296.375430,1285.296795,1293.497512,631.811078,1612540799999,817246.056943,100,50,50000,0
1612540800000,1293.497512,1296.253284,1282.569235,1284.899950,778.754007,1612555199999,1000620.984005,100,50,50000,0
1612555200000,1284.899950,1311.089087,1283.568515,1307.364387,301.461877,1612569599999,394120.521902,100,50,50000,0
1612569600000,1307.364387,1308.926219,1300.739099,1304.254466,305.112613,1612583999999,397944.487504,100,50,50000,0
1612584000000,1304.254466,1307.179954,1293.315469,1296.371266,76.944070,1612598399999,99748.081742,100,50,50000,0
1612598400000,1296.371266,1302.589750,1296.367166,1301.822712,633.702830,1612612799999,824968.736789,100,50,50000,0
1612612800000,1301.822712,1318.553312,1300.227852,1314.788364,128.871919,1612627199999,169439.299987,100,50,50000,0
1612627200000,1314.788364,1333.767436,1313.354116,1332.346488,640.286356,1612641599999,853083.277497,100,50,50000,0
1612641600000,1332.346488,1337.478223,1323.800627,1328.102857,89.678537,1612655999999,119102.320990,100,50,50000,0
1612656000000,1328.102857,1347.952484,1324.341285,1344.705989,131.878833,1612670399999,177338.256944,100,50,50000,0
1612670400000,1344.705989,1369.300389,1342.598631,1366.558383,950.718751,1612684799999,1299212.678877,100,50,50000,0
1612684800000,1366.558383,1382.758583,1365.170134,1381.356178,953.966394,1612699199999,1317767.371863,100,50,50000,0
1612699200000,1381.356178,1404.696448,1379.804043,1401.306263,1285.595248,1612713599999,1801512.673099,100,50,50000,0
1612713600000,1401.306263,1413.276531,1399.448273,1410.865798,845.591881,1612727999999,1193016.663646,100,50,50000,0
1612728000000,1410.865798,1424.810561,1406.999170,1421.089510,648.597375,1612742399999,921714.926147,100,50,50000,0
1612742400000,1421.089510,1423.487462,1381.551790,1385.421904,1209.288536,1612756799999,1675374.826756,100,50,50000,0
1612756800000,1385.421904,1386.877618,1377.332305,1382.952485,11.528662,1612771199999,15943.592036,100,50,50000,0
1612771200000,1382.952485,1388.172824,1375.494322,1386.275957,263.455283,1612785599999,365221.724467,100,50,50000,0
1612785600000,1386.275957,1391.309837,1380.780240,1381.495256,128.576636,1612799999999,177628.012644,100,50,50000,0
1612800000000,1381.495256,1391.096867,1378.507051,1384.408756,272.024649,1612814399999,376593.305538,100,50,50000,0
1612814400000,1384.408756,1386.081869,1372.242172,1375.062530,468.647762,1612828799999,644419.976744,100,50,50000,0
1612828800000,1375.062530,1392.521420,1371.344104,1384.045917,1030.190941,1612843199999,1425831.565693,100,50,50000,0
1612843200000,1384.045917,1384.992754,1376.730458,1380.345104,982.131265,1612857599999,1355680.082839,100,50,50000,0
1612857600000,1380.345104,1399.390061,1380.172317,1393.516563,792.898624,1612871999999,1104917.365625,100,50,50000,0
1612872000000,1393.516563,1403.881108,1389.464243,1401.708131,167.658788,1612886399999,235008.686303,100,50,50000,0
1612886400000,1401.708131,1434.216658,1399.852598,1430.135162,1122.178696,1612900799999,1604867.210649,100,50,50000,0
1612900800000,1430.135162,1437.521727,1413.711233,1420.524849,689.282289,1612915199999,979142.619997,100,50,50000,0
1612915200000,1420.524849,1424.240968,1400.717528,1403.363078,705.542579,1612929599999,990132.405432,100,50,50000,0
1612929600000,1403.363078,1416.825729,1399.935578,1413.932213,183.001328,1612943999999,258751.472137,100,50,50000,0
1612944000000,1413.932213,1415.126148,1410.607255,1413.160231,301.590955,1612958399999,426196.343561,100,50,50000,0
1612958400000,1413.160231,1420.235486,1409.237386,1416.428659,449.746359,1612972799999,637033.632196,100,50,50000,0
1612972800000,1416.428659,1438.261194,1413.575932,1432.458081,943.918384,1612987199999,1352123.517633,100,50,50000,0
